"plot_id","plot_code","rr_no","street_no","main_structure_name","location","plot_area_sqm","let_out_id","let_out_name","tenancy_id","unit_id","agreement_start_date","agreement_end_date","long_lease_years","letout_area_sqm","consumed_fsi","proposed_use","lease_start_date","lease_end_date"
4236,"309010012","161",,,ELPHINSTON (EAST),2.00,1255,"161","30901426",9,,,,2.0000,1.0000,storage of non-hazardous goods & office in connection therewith,"1984-07-01",""
4284,"309010014","120 121-A,121-B,122 & 119",,,ELPHINSTON (EAST),1348.63,1442,"120 121-A,121-B,122 & 119","30901417",9,,,,1348.6300,0.0000,"","1975-07-25",""
4288,"309010015","124 & 125",,,ELPHINSTON (EAST),355.44,1443,"124 & 125","30901402",9,,,,34.1400,1.0000,"","1958-10-01",""
4288,"309010015","124 & 125",,,ELPHINSTON (EAST),355.44,1443,"124 & 125","30901402",9,,,,34.1500,0.0000,"","1958-10-01",""
4288,"309010015","124 & 125",,,ELPHINSTON (EAST),355.44,5083,"124 & 125","30901402",9,,,,,,"","1958-10-01",""
4288,"309010015","124 & 125",,,ELPHINSTON (EAST),355.44,5328,"124 & 125","30901402",9,,,,,,"","1958-10-01",""
4583,"309010045",OLD RR 1616,,,ELPHINSTON (EAST),138.00,1755,OLD RR 1616,,,,,,,,,,
4633,"309010056",PLOT NO 59 AT MANSON ROAD,,,ELPHINSTON (EAST),74.79,1800,PLOT NO 59 AT MANSON ROAD,"30901247",9,,,,74.7900,1.0000,storage of non-hazardous goods & office in connection therewith,"1959-08-01",""
4639,"309010060",PLOT NO 78,,,ELPHINSTON (EAST),53.51,1804,PLOT NO 78,,,,,,,,,,
4661,"309010072",PT SHED ON PLOT NO.70,,,ELPHINSTON (EAST),69.89,1825,PT SHED ON PLOT NO.70,,,,,,,,,,
7985,"309010095",FML PLOT 42 AT MANSON ROAD, , , ,44.31,4492,FML PLOT 42 AT MANSON ROAD,,,,,,,,,,
8134,"309010099",PLOT NO 48 AT MANSON ROAD, , , ,35.44,4641,PLOT NO 48 AT MANSON ROAD,,,,,,,,,,
8134,"309010099",PLOT NO 48 AT MANSON ROAD, , , ,35.44,5469,PLOT NO 48 AT MANSON ROAD,,,,,,,,,,
8134,"309010099",PLOT NO 48 AT MANSON ROAD, , , ,35.44,5470,PLOT NO 48 AT MANSON ROAD,,,,,,,,,,
8136,"309010101",PLOT NO.60 AT MANSION ROAD, , , ,19.51,4643,PLOT NO.60 AT MANSION ROAD,"30901248",9,,,,19.5100,1.0000,"","1959-01-01",""
8141,"309010106",PLOT NO 118, , , ,139.35,4648,PLOT NO 118,,,,,,,,,,
8152,"309010117","62 & 63", , , ,128.58,4659,"62 & 63",,,,,,,,,,
8152,"309010117","62 & 63", , , ,128.58,5474,"62 & 63",,,,,,,,,,
8152,"309010117","62 & 63", , , ,128.58,5475,"62 & 63",,,,,,,,,,
8153,"309010118","3", , , ,14.80,4660,"3",,,,,,,,,,
8153,"309010118","3", , , ,14.80,5476,"3",,,,,,,,,,
8153,"309010118","3", , , ,14.80,5477,"3",,,,,,,,,,
8154,"309010119","114,115,116,117coterminous with plt 159&159A", , , ,1200.12,4661,"114,115,116,117coterminous with plt 159&159A",,,,,,,,,,
8218,"309010142",OLD R R 1829, , , ,194.26,4724,OLD R R 1829,,,,,,,,,,
8232,"309010147",OLD RR 1622, , , ,287.07,4738,OLD RR 1622,,,,,,,,,,
8233,"309010148",OLD R R 1866, , , ,143.54,4739,OLD R R 1866,,,,,,,,,,
8234,"309010149",OLD RR 1621 MANSON ROAD, , , ,143.54,4740,OLD RR 1621 MANSON ROAD,,,,,,,,,,
4224,"310010002","92",,,ELPHINSTON (WEST),191.47,1243,"92",,,,,,,,,,
4224,"310010002","92",,,ELPHINSTON (WEST),191.47,5074,"92",,,,,,,,,,
4231,"310010004","121",,,ELPHINSTON (WEST),567.73,1250,"121","31001509",10,,,,567.7300,3.6500,"","1994-04-01",""
4231,"310010004","121",,,ELPHINSTON (WEST),567.73,1250,"121","31001509",10,,,,567.7300,0.0000,"","1994-04-01",""
4302,"310010026","161 SURAT STREET",,,ELPHINSTON (WEST),371.61,1457,"161 SURAT STREET","31001426",10,,,,371.6100,1.0400,storage of non-hazardous goods & office in connection therewith,"1953-01-01",""
7919,"310010209","13 SHOLAPUR ST",,Open Plot,,468.24,3132,"13 SHOLAPUR ST","10105954",1,,,,,,"","1873-01-01",""
7919,"310010209","13 SHOLAPUR ST",,Open Plot,,468.24,5290,"13 SHOLAPUR ST",,,,,,,,,,
8155,"310010213","4 SOUTH ELPHISTON BRIDGE", , , ,195.10,4662,"4 SOUTH ELPHISTON BRIDGE",,,,,,,,,,
8161,"310010219","13 POONA ST(NORTH)", , , ,58.99,4668,"13 POONA ST(NORTH)",,,,,,,,,,
8162,"310010220","13 BET.SHOLAPUR & POONA ST.", , , ,981.07,4669,"13 BET.SHOLAPUR & POONA ST.",,,,,,,,,,
8171,"310010229",RR 1085 THANA STREET, , , ,387.54,4678,RR 1085 THANA STREET,,,,,,,,,,
8172,"310010230","62 BARODA ST", , , ,401.90,4679,"62 BARODA ST",,,,,,,,,,
8173,"310010231","62/3 BARODA ST", , , ,112.23,4680,"62/3 BARODA ST",,,,,,,,,,
8174,"310010232",YT 76, , , ,56.95,4681,YT 76,,,,,,,,,,
8175,"310010233",Y T 33, , , ,43.13,4682,Y T 33,,,,,,,,,,
8177,"310010235","87/72", , , ,144.65,4684,"87/72",,,,,,,,,,
8178,"310010236",FINAL PLOT NO 80/A, , , ,406.43,4685,FINAL PLOT NO 80/A,,,,,,,,,,
8180,"310010238",PORTION OF PLOT 162, , , ,481.61,4687,PORTION OF PLOT 162,,,,,,,,,,
8181,"310010239",POPRTION OF PLOT 162, , , ,105.35,4688,POPRTION OF PLOT 162,,,,,,,,,,
8183,"310010241","164", , , ,435.99,4690,"164",,,,,,,,,,
8184,"310010242","170-A", , , ,16.20,4691,"170-A",,,,,,,,,,
8247,"310010243",OIDRR1589, , , ,310.37,4753,OIDRR1589,,,,,,,,,,
8248,"310010244",OLD RR NO 1143, , , ,297.01,4754,OLD RR NO 1143,,,,,,,,,,
7986,"311010065","13/PART OF GARDEN PLOT C", , , ,156.63,4493,"13/PART OF GARDEN PLOT C",,,,,,,,,,
7987,"311010066","12 PART OF GARDEN PLOT C", , , ,210.46,4494,"12 PART OF GARDEN PLOT C",,,,,,,,,,
7989,"311010068",BEHIND STRAND HOUSE, , , ,37.40,4496,BEHIND STRAND HOUSE,,,,,,,,,,
4539,"311020026",OLD R R NO 2082,,,MODY BAY,401.53,1710,OLD R R NO 2082,"31102139",11,,,,401.5300,0.0000,"","1994-04-01",""
4539,"311020026",OLD R R NO 2082,,,MODY BAY,401.53,1710,OLD R R NO 2082,"31102139",11,,,,401.5300,3.4500,"","1994-04-01",""
7991,"311020118",R R 1925, , , ,251.12,4498,R R 1925,,,,,,,,,,
7992,"311020119",BPORTION OF OLD R.R.1768, , , ,1131.56,4499,BPORTION OF OLD R.R.1768,,,,,,,,,,
4213,"312020004","26",,,SASSOON DOCK,77.76,1233,"26","31202144",12,,,,77.7600,1.0000,storage of non-hazardous goods & office in connection therewith,"1947-08-01",""
4215,"312020006","36",,,SASSOON DOCK,13.38,1235,"36","31202220",12,,,,13.3800,2.0000,storage of non-hazardous goods & office in connection therewith,"1957-07-01",""
4332,"312020017","26B",,,SASSOON DOCK,9.38,1482,"26B","31202146",12,,,,9.3800,1.0000,storage of non-hazardous goods & office in connection therewith,"1957-11-16",""
4358,"312020030","36 C/C",,,SASSOON DOCK,2.23,1504,"36 C/C","31202209",12,,,,2.2300,1.0000,storage of non-hazardous goods & office in connection therewith,"1959-01-01",""
4458,"312020037",GDN NO 158,,,SASSOON DOCK,1460.59,1600,GDN NO 158,"31202140",12,,,,1184.4200,2.6900,storage of non-hazardous goods & office in connection therewith,"1969-09-01",""
4458,"312020037",GDN NO 158,,,SASSOON DOCK,1460.59,1600,GDN NO 158,"31202140",12,,,,1184.5100,2.6900,storage of non-hazardous goods & office in connection therewith,"1969-09-01",""
4463,"312020040",GODOWN NO 162 & Plot 29,,,SASSOON DOCK,419.98,4412,GODOWN NO 162,,,,,,,,,,
4463,"312020040",GODOWN NO 162 & Plot 29,,,SASSOON DOCK,419.98,5438,GODOWN NO 162,,,,,,,,,,
4463,"312020040",GODOWN NO 162 & Plot 29,,,SASSOON DOCK,419.98,5439,GODOWN NO 162,,,,,,,,,,
4586,"312020048",OLD RR 1773,,,SASSOON DOCK,3172.79,1758,OLD RR 1773,"31202128",12,,,,2719.9200,1.9100,"","1968-12-01",""
4586,"312020048",OLD RR 1773,,,SASSOON DOCK,3172.79,5094,OLD RR 1773,"31202128",12,,,,,,"","1968-12-01",""
4586,"312020048",OLD RR 1773,,,SASSOON DOCK,3172.79,5337,OLD RR 1773,"31202128",12,,,,,,"","1968-12-01",""
4613,"312020052",P T 161 & MbPT QRTS,,,SASSOON DOCK,519.65,1783,EAST GROUND FLOOR ROOM P T 161,,,,,,,,,,
4613,"312020052",P T 161 & MbPT QRTS,,,SASSOON DOCK,519.65,5095,EAST GROUND FLOOR ROOM P T 161,"31202147",12,,,,,,"","1963-02-01",""
4613,"312020052",P T 161 & MbPT QRTS,,,SASSOON DOCK,519.65,5338,EAST GROUND FLOOR ROOM P T 161,"31202147",12,,,,,,"","1963-02-01",""
4883,"312020064",RR NO.1455,,,SASSOON DOCK,972.88,2045,RR NO.1455,,,,,,,,,,
7955,"312020076",LAND ADJ TO GO DOWN NO 169, , , ,22.95,4466,LAND ADJ TO GO DOWN NO 169,,,,,,,,,,
7957,"312020078","15 ML 46", , , ,757.06,4468,"15 ML 46",,,,,,,,,,
7958,"312020079","36 D 2", , , ,21.00,4469,"36 D 2",,,,,,,,,,
7959,"312020080","36 D 3", , , ,26.85,4470,"36 D 3",,,,,,,,,,
7961,"312020082","36 C/E", , , ,2.23,4472,"36 C/E",,,,,,,,,,
7964,"312020085","36 B/A", , , ,3.34,4475,"36 B/A",,,,,,,,,,
7966,"312020087","45", , , ,36.05,4477,"45",,,,,,,,,,
8193,"312020089",OLD R.R.NO.1861, , , ,267.38,4699,OLD R.R.NO.1861,,,,,,,,,,
7968,"312030004","66", , , ,46.71,3162,"66","20501960",5,,,,,,"","1873-01-01",""
7968,"312030004","66", , , ,46.71,3162,"66","31203326",12,,,,46.7100,1.0000,"","1959-06-01",""
7969,"312030005","65", , , ,490.53,4479,"65",,,,,,,,,,
4687,"312050025",R R 647,,,APPOLO RECLAMATION ,428.66,4425,R R 647,,,,,,,,,,
5434,"413040217",PART OF 10/8,,,LAKRI BUNDER,347.46,2593,PART OF 10/8,"41304404",13,,,,51.1000,1.8700,storage of non-hazardous goods & office in connection therewith,"1959-01-01",""
5434,"413040217",PART OF 10/8,,,LAKRI BUNDER,347.46,2594,PART OF 10/8,"41304405",13,,,,102.1900,2.0000,storage of non-hazardous goods & office in connection therewith,"1959-01-01",""
5434,"413040217",PART OF 10/8,,,LAKRI BUNDER,347.46,2595,PART OF 10/8,"41304406",13,,,,153.2900,1.5400,storage of non-hazardous goods & office in connection therewith,"1959-01-01",""
5434,"413040217",PART OF 10/8,,,LAKRI BUNDER,347.46,2596,PART OF 10/8,"41304407",13,,,,40.8800,1.4400,"","1959-01-01",""
5434,"413040217",PART OF 10/8,,,LAKRI BUNDER,347.46,5146,PART OF 10/8,"41304407",13,,,,,,"","1959-01-01",""
5434,"413040217",PART OF 10/8,,,LAKRI BUNDER,347.46,5361,PART OF 10/8,"41304407",13,,,,,,"","1959-01-01",""
8024,"413040221","35B/1", , , ,16.72,4531,"35B/1",,,,,,,,,,
5180,"413050061",,,,COAL BUNDER,204.48,2324,"261/15",,,,,,,,,,
5185,"413050065",,,,COAL BUNDER,113.71,2328,"266/15",,,,,,,,,,
5185,"413050065",,,,COAL BUNDER,113.71,5122,"266/15",,,,,,,,,,
8032,"413050112","228/6", , , ,1170.58,4539,"228/6",,,,,,,,,,
8033,"413050113","239/1A", , , ,745.55,4540,"239/1A",,,,,,,,,,
8034,"413050114","310/19", , , ,1336.13,4541,"310/19",,,,,,,,,,
8035,"413050115","235B/7", , , ,651.81,4542,"235B/7",,,,,,,,,,
4940,"413060008",,,,NEW TANK BUNDER,722.14,2098,"318","41306213",13,,,,722.1400,0.5700,storage of non-hazardous goods & office in connection therewith,"1996-01-03",""
5250,"413060034",,,,NEW TANK BUNDER,482.32,2392,"319/A","41306221",13,,,,482.3200,0.1200,"","1873-01-01",""
5342,"413060053","62/C",,,NEW TANK BUNDER,120.40,2480,M/s B.Pinto,"41306129",13,,,,120.4000,0.3500,Open storage of Manglore tiles,"1931-09-01",""
5342,"413060053","62/C",,,NEW TANK BUNDER,120.40,5135,"62/C","41306129",13,,,,,,Open storage of Manglore tiles,"1931-09-01",""
8036,"413060069","21/A", , , ,62.71,4543,"21/A",,,,,,,,,,
8037,"413060070","22/A", , , ,114.46,4544,"22/A",,,,,,,,,,
8038,"413060071","103/F", , , ,69.68,4545,"103/F",,,,,,,,,,
8039,"413060072","104/F", , , ,13.38,4546,"104/F",,,,,,,,,,
8041,"413060074","91/E", , , ,66.89,4548,"91/E",,,,,,,,,,
8042,"413060075","324A/B", , , ,1807.64,4549,"324A/B",,,,,,,,,,
4992,"413080004",,,,BRICK BUNDER,139.08,4431,"12/D",,,,,,,,,,
5317,"413080048",,,,BRICK BUNDER,193.33,2457,"55/A","41308204",13,,,,193.3300,1.0000,"","1957-12-27",""
4927,"414040004","13",,,JAMSHEDJI BUNDER,93.27,2085,"13","41404102",14,,,,54.6300,2.0000,storage of non-hazardous goods & office in connection therewith,"1957-12-31",""
7974,"414040014","12", , , ,52.68,4482,"12",,,,,,,,,,
4916,"414130002","3",,,MAHIM BUNDER,1634.91,2074,"3","41413103",14,,,,796.8300,0.4300,storage of non-hazardous goods & office in connection therewith,"1960-10-18",""
4918,"414130004","5",,,MAHIM BUNDER,772.77,2076,"5","41413102",14,,,,449.9300,0.0800,storage of non-hazardous goods & office in connection therewith,"1959-07-04",""
4919,"414130005","6",,,MAHIM BUNDER,648.00,2077,"6","41413125",14,,,,235.2300,0.0200,"","1999-10-01",""
4933,"414130015","29",,,MAHIM BUNDER,144.65,2091,"29","41413112",14,,,,35.1200,1.0000,storage of non-hazardous goods & office in connection therewith,"1942-06-01",""
5427,"414140001",LAND AT BI,,,"BUTCHER ISLAND, M.O.T.",1207.00,4457,LAND AT BI,,,,,,,,,,
